address_id,pupil_id,first_line,town,postcode,phone
806,806,53 Craigston,Isle of Barra,HS9 5XD, 01871 817367
807,807,97 Eoligarry,Isle of Barra,HS9 5XU, 01871 810218
808,808,40 Glen,Isle of Barra,HS9 5YD, 01871 810226
809,809,39 Garrygall,Isle of Barra,HS9 5UT, 01871 810397
810,810,50 Scurrival,Isle of Barra,HS9 5YZ, 01871 817865
811,811,71 Bolnabodach,Isle of Barra,HS9 5XR, 01871 817377
812,812,66 Tangasdale,Isle of Barra,HS9 5YQ, 01871 890538
813,813,60 Glen,Isle of Barra,HS9 5YJ, 01871 810766
814,814,36 Allasdale,Isle of Barra,HS9 5YJ, 01871 810396
815,815,7 Brevig,Isle of Barra,HS9 5UB, 01871 810745
816,816,34 Cleat,Isle of Barra,HS9 5XD, 01871 890311
817,817,95 Eoligarry,Isle of Barra,HS9 5XL, 01871 810407
818,818,23 Northbay,Isle of Barra,HS9 5YW, 01871 810697
819,819,54 Scurrival,Isle of Barra,HS9 5XH, 01871 890211
820,820,26 Scurrival,Isle of Barra,HS9 5YP, 01871 817760
821,821,25 Borve,Isle of Barra,HS9 5UA, 01871 890535
822,822,76 Scurrival,Isle of Barra,HS9 5XB, 01871 810308
823,823,14 Scurrival,Isle of Barra,HS9 5UE, 01871 810630
824,824,63 Glen,Isle of Barra,HS9 5XL, 01871 890959
825,825,20 Ardmhor,Isle of Barra,HS9 5UH, 01871 810401
826,826,69 Vatersay,Isle of Barra,HS9 5YE, 01871 817970
827,827,69 Scurrival,Isle of Barra,HS9 5XU, 01871 817100
828,828,53 Tangasdale,Isle of Barra,HS9 5XB, 01871 817109
829,829,2 Ardmhor,Isle of Barra,HS9 5UA, 01871 890943
830,830,78 Tangasdale,Isle of Barra,HS9 5UD, 01871 817132
831,831,27 Bolnabodach,Isle of Barra,HS9 5XW, 01871 810150
832,832,40 Ardmhor,Isle of Barra,HS9 5YD, 01871 810744
833,833,73 Bolnabodach,Isle of Barra,HS9 5XU, 01871 890988
834,834,73 Garrygall,Isle of Barra,HS9 5YH, 01871 890165
835,835,96 Scurrival,Isle of Barra,HS9 5UZ, 01871 890959
836,836,11 Scurrival,Isle of Barra,HS9 5XR, 01871 810431
837,837,92 Ardmhor,Isle of Barra,HS9 5UD, 01871 810479
838,838,14 Garrygall,Isle of Barra,HS9 5YN, 01871 810312
839,839,68 Scurrival,Isle of Barra,HS9 5XW, 01871 810976
840,840,86 Castlebay,Isle of Barra,HS9 5XD, 01871 810600
841,841,88 Leanish,Isle of Barra,HS9 5XX, 01871 890869
842,842,1 Tangasdale,Isle of Barra,HS9 5UA, 01871 817107
843,843,55 Glen,Isle of Barra,HS9 5UQ, 01871 817774
844,844,63 Allasdale,Isle of Barra,HS9 5XJ, 01871 817237
845,845,95 Scurrival,Isle of Barra,HS9 5UH, 01871 810267
846,846,95 Earsary,Isle of Barra,HS9 5XR, 01871 890527
847,847,31 Eoligarry,Isle of Barra,HS9 5XD, 01871 890761
848,848,48 Allasdale,Isle of Barra,HS9 5YJ, 01871 890339
849,849,65 Scurrival,Isle of Barra,HS9 5UR, 01871 890923
850,850,81 Leanish,Isle of Barra,HS9 5YQ, 01871 810573
851,851,15 Bruernish,Isle of Barra,HS9 5XA, 01871 890893
852,852,8 Garrygall,Isle of Barra,HS9 5XA, 01871 810260
853,853,69 Bruernish,Isle of Barra,HS9 5UW, 01871 890711
854,854,29 Allasdale,Isle of Barra,HS9 5UD, 01871 810128
855,855,78 Northbay,Isle of Barra,HS9 5YW, 01871 890656
856,856,5 Brevig,Isle of Barra,HS9 5YR, 01871 890672
857,857,76 Eoligarry,Isle of Barra,HS9 5YY, 01871 817104
858,858,68 Leanish,Isle of Barra,HS9 5UP, 01871 890931
859,859,99 Nask,Isle of Barra,HS9 5YJ, 01871 817548
860,860,56 Vatersay,Isle of Barra,HS9 5XU, 01871 817686
861,861,58 Glen,Isle of Barra,HS9 5XD, 01871 810643
862,862,57 Nask,Isle of Barra,HS9 5XP, 01871 890120
863,863,95 Nask,Isle of Barra,HS9 5UT, 01871 890193
864,864,68 Horve,Isle of Barra,HS9 5UJ, 01871 817202
865,865,47 Garrygall,Isle of Barra,HS9 5XH, 01871 810626
866,866,47 Glen,Isle of Barra,HS9 5UP, 01871 890522
867,867,9 Bruernish,Isle of Barra,HS9 5YR, 01871 810139
868,868,65 Garrygall,Isle of Barra,HS9 5UD, 01871 890174
869,869,24 Ardmhor,Isle of Barra,HS9 5UQ, 01871 817887
870,870,10 Northbay,Isle of Barra,HS9 5XE, 01871 817917
871,871,93 Borve,Isle of Barra,HS9 5XT, 01871 810394
872,872,47 Craigston,Isle of Barra,HS9 5XL, 01871 890762
873,873,43 Glen,Isle of Barra,HS9 5UT, 01871 817901
874,874,75 Tangasdale,Isle of Barra,HS9 5YP, 01871 817653
875,875,43 Brevig,Isle of Barra,HS9 5UQ, 01871 817125
876,876,18 Skallary,Isle of Barra,HS9 5XR, 01871 810411
877,877,36 Tangasdale,Isle of Barra,HS9 5YP, 01871 890722
878,878,58 Cleat,Isle of Barra,HS9 5XJ, 01871 890200
879,879,14 Cleat,Isle of Barra,HS9 5XX, 01871 810689
880,880,30 Bolnabodach,Isle of Barra,HS9 5YR, 01871 810294
881,881,23 Allasdale,Isle of Barra,HS9 5UH, 01871 890991
882,882,58 Cleat,Isle of Barra,HS9 5XJ, 01871 890200
883,883,40 Tangasdale,Isle of Barra,HS9 5UD, 01871 817342
884,884,12 Earsary,Isle of Barra,HS9 5XH, 01871 817898
885,885,20 Ardmhor,Isle of Barra,HS9 5UH, 01871 810401
886,886,78 Bolnabodach,Isle of Barra,HS9 5UL, 01871 890356
887,887,46 Leanish,Isle of Barra,HS9 5YJ, 01871 890232
888,888,67 Earsary,Isle of Barra,HS9 5UJ, 01871 810111
889,889,4 Castlebay,Isle of Barra,HS9 5UU, 01871 817259
890,890,13 Northbay,Isle of Barra,HS9 5UP, 01871 817935
891,891,2 Bolnabodach,Isle of Barra,HS9 5UN, 01871 810357
892,892,90 Eoligarry,Isle of Barra,HS9 5XW, 01871 810151
893,893,24 Borve,Isle of Barra,HS9 5YB, 01871 817175
894,894,96 Borve,Isle of Barra,HS9 5YH, 01871 890594
895,895,97 Glen,Isle of Barra,HS9 5XE, 01871 810471
896,896,96 Ardmhor,Isle of Barra,HS9 5UW, 01871 817352
897,897,86 Brevig,Isle of Barra,HS9 5UA, 01871 817610
898,898,11 Craigston,Isle of Barra,HS9 5UA, 01871 817160
899,899,43 Ardmhor,Isle of Barra,HS9 5UT, 01871 890277
900,900,34 Leanish,Isle of Barra,HS9 5YP, 01871 810202
901,901,38 Brevig,Isle of Barra,HS9 5UB, 01871 817479
902,902,30 Castlebay,Isle of Barra,HS9 5UL, 01871 817746
903,903,12 Bolnabodach,Isle of Barra,HS9 5UZ, 01871 810493
904,904,82 Cleat,Isle of Barra,HS9 5UD, 01871 890906
905,905,20 Bolnabodach,Isle of Barra,HS9 5XW, 01871 810964
906,906,44 Bruernish,Isle of Barra,HS9 5YL, 01871 890128
907,907,90 Northbay,Isle of Barra,HS9 5XL, 01871 810170
908,908,37 Ardmhor,Isle of Barra,HS9 5UE, 01871 890614
909,909,28 Earsary,Isle of Barra,HS9 5YY, 01871 890317
910,910,54 Eoligarry,Isle of Barra,HS9 5YH, 01871 810536
911,911,89 Craigston,Isle of Barra,HS9 5XY, 01871 810557
912,912,84 Tangasdale,Isle of Barra,HS9 5UE, 01871 817672
913,913,27 Bruernish,Isle of Barra,HS9 5UA, 01871 817944
914,914,49 Northbay,Isle of Barra,HS9 5YY, 01871 817255
915,915,60 Skallary,Isle of Barra,HS9 5YY, 01871 817605
916,916,15 Northbay,Isle of Barra,HS9 5YZ, 01871 890633
917,917,57 Borve,Isle of Barra,HS9 5XR, 01871 890509
918,918,34 Castlebay,Isle of Barra,HS9 5YL, 01871 890473
919,919,66 Vatersay,Isle of Barra,HS9 5XX, 01871 810553
920,920,88 Tangasdale,Isle of Barra,HS9 5YA, 01871 810500
921,921,30 Craigston,Isle of Barra,HS9 5UY, 01871 810344
922,922,93 Borve,Isle of Barra,HS9 5XT, 01871 810394
923,923,71 Nask,Isle of Barra,HS9 5XD, 01871 810800
924,924,72 Cleat,Isle of Barra,HS9 5YN, 01871 810801
925,925,85 Cleat,Isle of Barra,HS9 5XH, 01871 810868
926,926,93 Cleat,Isle of Barra,HS9 5XD, 01871 817126
927,927,27 Allasdale,Isle of Barra,HS9 5UD, 01871 817875
928,928,12 Allasdale,Isle of Barra,HS9 5YA, 01871 810828
929,929,78 Garrygall,Isle of Barra,HS9 5XT, 01871 810772
930,930,81 Horve,Isle of Barra,HS9 5UL, 01871 890703
931,931,36 Castlebay,Isle of Barra,HS9 5XZ, 01871 890442
932,932,34 Bruernish,Isle of Barra,HS9 5UA, 01871 810129
933,933,63 Horve,Isle of Barra,HS9 5YQ, 01871 810584
934,934,77 Glen,Isle of Barra,HS9 5YZ, 01871 817568
935,935,74 Tangasdale,Isle of Barra,HS9 5YU, 01871 817486
936,936,41 Eoligarry,Isle of Barra,HS9 5XR, 01871 810706
937,937,66 Ardmhor,Isle of Barra,HS9 5UP, 01871 890548
938,938,63 Garrygall,Isle of Barra,HS9 5YR, 01871 890241
939,939,80 Scurrival,Isle of Barra,HS9 5YB, 01871 810134
940,940,61 Ardmhor,Isle of Barra,HS9 5UD, 01871 817989
941,941,18 Ardmhor,Isle of Barra,HS9 5XD, 01871 810595
942,942,48 Eoligarry,Isle of Barra,HS9 5UU, 01871 810232
943,943,2 Castlebay,Isle of Barra,HS9 5UD, 01871 810782
944,944,86 Cleat,Isle of Barra,HS9 5UP, 01871 810916
945,945,16 Borve,Isle of Barra,HS9 5XH, 01871 810207
946,946,45 Horve,Isle of Barra,HS9 5XR, 01871 810789
947,947,79 Ardmhor,Isle of Barra,HS9 5UE, 01871 810635
948,948,16 Scurrival,Isle of Barra,HS9 5YY, 01871 890835
949,949,58 Horve,Isle of Barra,HS9 5YH, 01871 817501
950,950,74 Eoligarry,Isle of Barra,HS9 5YD, 01871 810919
951,951,24 Leanish,Isle of Barra,HS9 5XD, 01871 817207
952,952,21 Cleat,Isle of Barra,HS9 5XR, 01871 890174
953,953,6 Skallary,Isle of Barra,HS9 5XW, 01871 817629
954,954,76 Horve,Isle of Barra,HS9 5XP, 01871 817282
955,955,92 Garrygall,Isle of Barra,HS9 5XY, 01871 890659
956,956,49 Brevig,Isle of Barra,HS9 5YW, 01871 817874
957,957,88 Scurrival,Isle of Barra,HS9 5XB, 01871 817479
958,958,33 Northbay,Isle of Barra,HS9 5XB, 01871 890796
959,959,92 Ardmhor,Isle of Barra,HS9 5UD, 01871 810479
960,960,17 Cleat,Isle of Barra,HS9 5XL, 01871 890366
961,961,84 Glen,Isle of Barra,HS9 5XB, 01871 817140
962,962,44 Bolnabodach,Isle of Barra,HS9 5UT, 01871 810446
963,963,69 Ardmhor,Isle of Barra,HS9 5UU, 01871 890121
964,964,16 Bruernish,Isle of Barra,HS9 5YU, 01871 890622
965,965,65 Vatersay,Isle of Barra,HS9 5XP, 01871 890975
966,966,29 Northbay,Isle of Barra,HS9 5XN, 01871 810873
967,967,3 Borve,Isle of Barra,HS9 5XJ, 01871 817838
968,968,27 Garrygall,Isle of Barra,HS9 5YT, 01871 810277
969,969,30 Vatersay,Isle of Barra,HS9 5XN, 01871 817183
970,970,67 Castlebay,Isle of Barra,HS9 5XH, 01871 810932
971,971,40 Allasdale,Isle of Barra,HS9 5UX, 01871 817677
972,972,96 Bolnabodach,Isle of Barra,HS9 5XZ, 01871 810195
973,973,27 Earsary,Isle of Barra,HS9 5XH, 01871 890476
974,974,51 Craigston,Isle of Barra,HS9 5YU, 01871 817485
975,975,23 Cleat,Isle of Barra,HS9 5YX, 01871 810727
976,976,5 Bolnabodach,Isle of Barra,HS9 5YJ, 01871 810937
977,977,58 Castlebay,Isle of Barra,HS9 5UP, 01871 810750
978,978,19 Earsary,Isle of Barra,HS9 5UU, 01871 817845
979,979,7 Glen,Isle of Barra,HS9 5XZ, 01871 810512
980,980,54 Bolnabodach,Isle of Barra,HS9 5UW, 01871 817686
981,981,68 Eoligarry,Isle of Barra,HS9 5XH, 01871 890452
982,982,36 Cleat,Isle of Barra,HS9 5XQ, 01871 817414
983,983,52 Skallary,Isle of Barra,HS9 5XY, 01871 810475
984,984,73 Tangasdale,Isle of Barra,HS9 5YH, 01871 890409
985,985,1 Northbay,Isle of Barra,HS9 5XT, 01871 817246
986,986,41 Scurrival,Isle of Barra,HS9 5YZ, 01871 810388
987,987,57 Allasdale,Isle of Barra,HS9 5YX, 01871 817491
988,988,45 Glen,Isle of Barra,HS9 5XD, 01871 817796
989,989,41 Eoligarry,Isle of Barra,HS9 5XR, 01871 810706
990,990,36 Eoligarry,Isle of Barra,HS9 5YR, 01871 810590
991,991,52 Bruernish,Isle of Barra,HS9 5YE, 01871 890340
992,992,55 Borve,Isle of Barra,HS9 5XL, 01871 817944
993,993,77 Earsary,Isle of Barra,HS9 5UH, 01871 890737
994,994,44 Brevig,Isle of Barra,HS9 5YH, 01871 810115
995,995,12 Craigston,Isle of Barra,HS9 5UX, 01871 817255
996,996,40 Skallary,Isle of Barra,HS9 5XB, 01871 890492
997,997,36 Bolnabodach,Isle of Barra,HS9 5UD, 01871 817672
998,998,26 Garrygall,Isle of Barra,HS9 5UP, 01871 817904
999,999,84 Allasdale,Isle of Barra,HS9 5XL, 01871 890332
1000,1000,76 Scurrival,Isle of Barra,HS9 5XB, 01871 810308
